,sentence,cluster,distance_from_cluster_center,deviation_from_mean_dist_from_center,cluster_distance_std_from_center
333,sounds good thats how i will vote,72,17.893418779776464,0.07222618864793517,0.0859338212407025
334,great,24,0.6899968835584965,0.0970520705824175,0.09127999212405609
335,let's knock one out,12,0.9713500137015277,0.006144878789438701,0.009194667309340447
336,lol we'll get you next,48,5.5565577703403495,0.0001319776166770481,0.12247827761503292
337,ha ha firstname should have said that earlier,9,1.9115703286759427,0.036322017388270345,0.09260394480264153
338,i swear this timer moves slower than normal,80,0.9622386746657933,0.008400667104741966,0.005344682721838321
339,vote out firstname,2,15.931695871584463,0.10428987913616794,0.12074345399439528
340,why yall want to eliminate me?,54,0.9322342719135875,0.015238972126982997,0.01173577092837348
341,"lastname is mafia, eliminate her",4,0.9915647214166958,0.0011215986790432675,0.0007902048539898131
342,vote for firstname lastname,20,0.6291992105854413,0.12886729751748693,0.12742356919596573
343,"i think we should hold off on firstname, and take someone else out",77,0.5747723694707706,0.015235549937980819,0.07045117828295144
344,vote firstname in the daytime,20,0.9050038521144816,0.14693734401155345,0.12742356919596573
345,i agree i will so luis,57,14.365649502737488,0.05554369304499218,0.09297271776846235
346,vote for firstname lastname,20,0.6291992105854413,0.12886729751748693,0.12742356919596573
347,let's let firstname go home,77,0.614826593242063,0.05528977370927324,0.07045117828295144
348,i vote firstname,20,0.5769687412310996,0.18109776687182855,0.12742356919596573
349,as you wish firstname!,38,0.9999999648384895,6.169497668295776e-08,4.443830107220432e-08
350,gonna miss u firstname ,38,0.9999998674024116,3.574110118975682e-08,4.443830107220432e-08
351,i'm hit!,28,19.001917478308762,0.0986871020389728,0.08485757669427652
352,awww shucks,34,0.8915040038589693,0.08042326498575614,0.11250250148932063
353,ty,60,5.838541994367287,0.0066425600648463146,0.13384689199071104
354,kill me lol,28,18.986572313266063,0.11403226708167225,0.08485757669427652
355,kill firstname lastname b/c i gtg,77,0.6963831458243257,0.13684632629153592,0.07045117828295144
356,ok how about firstname ,17,0.9843002728243662,0.0007614557496246066,0.0011995359741607035
357,sure,51,0.97505447754612,0.003468110589949558,0.0035668506079479297
358,hello!,10,0.9983481854336737,7.417808842802298e-05,9.60678253491835e-05
359,hey guys,11,0.700648717888381,0.3615183990362119,0.2255175933785597
360,who are we going to eliminate next round? not this one. let's think in advance,35,0.7555540084366249,0.2575928877676849,0.14858986104472496
361,mr. firstname,22,0.9988862495673122,7.19357739508153e-05,0.00010996045521027704
362,hi!,3,0.9999999540256894,3.0786965199425254e-09,3.801308636795539e-08
363,no idea yet.,16,9.798496119249473,0.0498281693564131,0.12748511953616332
364,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
365,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
366,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
367,y?,49,1.5288226647810168,0.07652988000787775,0.23332272937932524
368,should we wait to eliminate someone?,35,0.7117382749441402,0.21377715427520022,0.14858986104472496
369,it's a lastname early to tell.,50,0.9839372009116709,0.00014282122239095418,0.0017317456183443601
370,"hmm ok analyzing this conversation....i think firstname was a lastname to flippant in how she was like ""sucks to be firstname"" haha",9,2.018674198208148,0.14342588692047564,0.09260394480264153
371,i'm slow,56,5.892091883252276,0.06019599314942603,0.12126456610822209
372,i'm going to vote firstname. she's so casual with life and death,38,0.9999999273597001,2.4216187277659174e-08,4.443830107220432e-08
373,it's a shot in the dark.,86,2.722764117586698,0.1835377362958024,0.15091607254474984
374,who do you think?,55,1.001484751996285,0.07148537904565955,0.21782119477181203
375,right.,24,0.7440158019220363,0.04303315221887771,0.09127999212405609
376,whoever doesnt respond? lol,21,0.8922617783784775,0.017867400487459606,0.034088833744323414
377,mr. firstname is only mr. lol,9,1.885899686494383,0.010651375206710778,0.09260394480264153
378,doing good so far.,76,8.846385164633325,0.041137015305739766,0.09439722962112013
379,haha yes,79,16.935472130845515,0.10438314620583355,0.11230814425092658
380,should we still go for mr. lastname?,77,0.7002878109138003,0.14075099138101055,0.07045117828295144
381,who got 3eliminated?,85,0.9742995605170717,0.0019366791465535993,0.004378653868800222
382,i can't tell,16,9.833055517871438,0.08438756797837854,0.12748511953616332
383,yeah lastname,29,0.9157341192861586,0.018564308299700683,0.011152078440496593
384,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
385,shot in the dark ,86,2.772191542176428,0.13411031170607224,0.15091607254474984
386,firstname sounds good since shes mia lol,17,0.9872197293612259,0.002158000787235159,0.0011995359741607035
387,jk there she is,37,6.114231161875159,0.015104459156547456,0.1241832083221308
388,"you're a slow typer, maybe that means youre a mafiosa",45,12.403330679147826,0.1597866032791515,0.1279148819699809
389,"firstname hasnt replied in awhile, bye!",8,7.544202526595019,0.1441818934009147,0.07754655328519663
390,30 secs,80,0.9700334641936884,0.000605877576846825,0.005344682721838321
391,damn!,27,0.7719590712272537,0.060498622155061965,0.11967304922544206
392,hello!,10,0.9983481854336737,7.417808842802298e-05,9.60678253491835e-05
393,i think we should eliminate firstname,77,0.4958776192741387,0.06365920025865107,0.07045117828295144
394,i don't know lol...we are supposed to eliminate somebody,54,0.9390216613616578,0.008451582678912772,0.01173577092837348
395,right?,84,0.9326483609275078,0.011486375492383849,0.007361652383567076
396,where is everybody getting this info?,85,0.984099422454438,0.007863182790812773,0.004378653868800222
397,how do we vote?,72,17.809888118781537,0.15575684964286296,0.0859338212407025
398,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
399,wow,27,0.7979343739604627,0.08647392488827099,0.11967304922544206
400,i doubt he's still watching,58,8.144941684903742,0.015023748910028445,0.0999344659380849
401,he should be at the end game screen now.,58,8.247929515247579,0.1180115792538654,0.0999344659380849
402,what?,92,8.93694202676512,0.0004974836278552885,0.12663097291953926
403,wait,63,0.7075683374301955,0.054647509553832685,0.09912567052953475
404,maf majority,45,12.438901319557688,0.19535724368901342,0.1279148819699809
405,you're a bystander!,7,0.9999997947500566,3.772236811805385e-08,5.417537675638634e-08
406,you are*,39,10.322484320714523,0.1362498610603442,0.13020163531737813
407,excuse me,28,19.039414937001048,0.06118964334668675,0.08485757669427652
408,y'all are lynching an innocent person,94,0.984339962928184,0.0010718614713897123,0.0035384739643288476
409,bye firstname,8,7.33198759810571,0.06803303508839509,0.07754655328519663
410,rip firstname,38,0.9999998730953127,3.004820015028997e-08,4.443830107220432e-08
411,if you kill me,94,0.9788552585635754,0.004412842893218971,0.0035384739643288476
412,no one wants to talk huh,21,0.8149644435681637,0.05942993432285426,0.034088833744323414
413,"well, no it looks like firstname voted firstname",50,0.9838604656957409,6.608600646096363e-05,0.0017317456183443601
414,sucks to be firstname,38,0.9999999002732726,2.8702402676827887e-09,4.443830107220432e-08
415,what,92,9.107987676860429,0.17154313372316388,0.12663097291953926
416,no i'm here,23,8.537875191404456,0.11969612711327393,0.13773266998090306
417,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
418,you're very accusatory,39,10.537183663213598,0.07844948143873154,0.13020163531737813
419,"firstname, your time has come",38,0.9999998986355468,4.50796600048875e-09,4.443830107220432e-08
420,i do not fear death only life,94,0.9836891633297096,0.00042106187291524044,0.0035384739643288476
421,whoops,63,0.6359108536354884,0.12630499334853984,0.09912567052953475
422,sorry firstname (if you're still watching),18,23.66096932668416,0.10476170062727164,0.10713513142133453
423,"mr. firstname lastname what does it say to the left of ""your player's name is:""?",50,0.9858248539710536,0.0020304742817736088,0.0017317456183443601
424,oh crap,27,0.6088354964556277,0.10262495261656401,0.11967304922544206
425,well,99,0.9443373380746377,0.007650722249842534,0.011233375782190714
426,not majority,99,0.9564150369645403,0.004426976640060087,0.011233375782190714
427,i be dead,61,0.9979803256549844,7.709427134738878e-05,0.0004004231617966437
428,bye yall,70,7.054567308127858,0.025217014730550602,0.1833265899691134
429,lol firstname,9,1.7267478774859526,0.14850043380171973,0.09260394480264153
430,so let's see...looking at the previous conversation it looks like firstname and firstname might be allies but i'm not sure,50,0.985532999748871,0.0017386200595910228,0.0017317456183443601
431,i'm just trying to think strategically. they seemed like they agreed on things,57,14.28845270168191,0.021653108010585953,0.09297271776846235
432,nevermind,63,0.8016845961392832,0.039468749155255,0.09912567052953475
433,at this point it doesn't matter i guess,12,0.9693765531346442,0.004171418222555179,0.009194667309340447
434,enjoy maf,45,12.393529978930635,0.14998590306196036,0.1279148819699809
435,lol!,6,0.8835185072936469,0.014789074684415371,0.015226810279332762
436,they have no idea yet. :),16,9.92057453437074,0.17190658447768037,0.12748511953616332
437,love this,60,5.827140195456228,0.0047592388462129875,0.13384689199071104
438,should we keep firstname in since he seems supicious?,77,0.659211091856969,0.09967427232417925,0.07045117828295144
439,suspicious*,88,0.8035508104532848,0.034783079248035254,0.044296930527068415
440,ok,13,0.39301682778918845,0.17637622500126726,0.26317258144691374
441,i'm going with the one that voted for me,44,19.214032608785924,0.013459894777572146,0.07372892858599005
442,too late now,61,0.9981528621574222,0.00024963077378514775,0.0004004231617966437
443,did you not read the rules?,98,3.7065247102515624,0.18239112840376404,0.10166801308905302
444,drhhdfrh,68,0.8272957635334108,0.02233746671793513,0.04611008703408091
445,i'm real,93,4.721019325420844,0.15928229615160472,0.12073895255395019
446,real enough for you?,93,4.750107879920243,0.13019374165220565,0.12073895255395019
447,me either,15,0.6426065119720714,0.07877933882241972,0.16402510902448345
448,i read the rules as well,98,3.841228499170845,0.04768733948448123,0.10166801308905302
449,days are too long,56,5.841183715213807,0.009287825110956938,0.12126456610822209
450,i agree,36,8.956310651323774,0.08984688516565065,0.12462998059354097
451,i'm not sure. i think firstname is a bystander,46,0.8845187466169255,0.012943066981415785,0.019604320906268947
452,firstname hasn't really said anything until now which is suspicious,69,16.387502301490372,0.11165535811446503,0.07553538449272867
453,idk ,63,0.6931856589366604,0.06903018804736782,0.09912567052953475
454,i have no idea at this point honestly.,16,9.779631225532524,0.030963275639464882,0.12748511953616332
455,"very boring, can't change my vote now but thanks for the apology",44,19.32330804538408,0.09581554182058483,0.07372892858599005
456,why??,92,8.895461775153814,0.040982767983450685,0.12663097291953926
457,what did i do?,61,0.998439794870371,0.0005365634867340319,0.0004004231617966437
458,aaahhh...i didn't even know what i was doing,28,19.036328429078864,0.06427615126887076,0.08485757669427652
459,not sure i'm even playihg with real people???,93,4.815044382104725,0.06525723946772377,0.12073895255395019
460,i did,98,3.881448154424474,0.007467684230852534,0.10166801308905302
461,o well...eliminate me lol,54,0.93333434617085,0.014138897869720557,0.01173577092837348
462,"ya, this is boring",19,3.0395847079580602,0.1309373991984084,0.15588119252524962
463,"yes, i apologize firstname",18,23.61641572533514,0.06020809927825255,0.10713513142133453
464,yep,74,9.640701452284256,0.07546026821199803,0.07289872978256365
465,no problem,60,5.842652819794661,0.010753385492219714,0.13384689199071104
466,oops.,63,0.6833916017735986,0.07882424521042963,0.09912567052953475
467,sorry abotu last turn i was trying to decide who to pick and rna out of time,33,0.9858411362768947,0.0012855545250342049,0.0029499722212482054
468,nah it's fine.,1,1.0363445505744096,0.05153887266273938,0.17869471510766582
469,i didn't notice the time was so low.,56,5.936406776037386,0.10451088593453584,0.12126456610822209
470,firstname?,22,0.9987454647891159,6.884900424553031e-05,0.00010996045521027704
471,not yet.,21,0.9235435158600228,0.049149137969004886,0.034088833744323414
472,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
473,everyone's real. hard to tell who is together. hmmm,93,4.817998056015985,0.06230356555646388,0.12073895255395019
474,hello there,10,0.9985536291148548,0.00027962176960916185,9.60678253491835e-05
475,firstname firstname is a snitch.,69,16.557628030138385,0.05847037053354853,0.07553538449272867
476,how do you know that,58,8.10120287062909,0.028715065364623982,0.0999344659380849
477,firstname firstname is a snitch.,69,16.557628030138385,0.05847037053354853,0.07553538449272867
478,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
479,nice,24,0.7646299505013805,0.02241900363953353,0.09127999212405609
480,we just lost didn't we?,57,14.346908988619514,0.03680317892701801,0.09297271776846235
481,you just know i'm not mafia so i'm being targeted,91,20.797282944003864,0.01294216300940576,0.06228404197891624
482,"okay, who here is mafia?",91,20.74768893156631,0.03665184942815003,0.06228404197891624
483,i will eliminate whoever firstname chooses.,77,0.5855614804767444,0.026024660943954614,0.07045117828295144
484,only mafia can talk at night,59,0.9946964224625303,0.00027339857649788524,0.0006634340364248014
